TotalNumberOfVotes,Score,Time,WordsInSummary,WordsInText,HelpfulnessScore
0,5,2009,4,69,0
0,5,2009,5,73,0
3,5,2009,7,117,100
1,1,2009,1,20,100
0,5,2009,2,24,0
0,4,2009,5,50,0
1,5,2009,10,161,100
0,5,2009,2,22,0
6,5,2009,6,172,100
8,5,2009,5,94,100
8,5,2009,5,181,100
8,5,2009,7,108,100
2,5,2009,7,15,50
1,5,2009,6,55,100
0,4,2009,2,22,0
10,4,2009,2,56,80
4,5,2009,2,30,25
5,5,2009,7,62,80
3,3,2009,2,30,100
4,1,2009,3,62,75
3,5,2009,2,20,100
2,5,2009,5,16,100
1,4,2009,6,117,100
1,5,2009,2,14,0
2,5,2009,5,15,50
1,4,2009,2,106,100
4,5,2009,4,35,75
2,5,2009,8,133,100
1,4,2009,1,34,100
8,5,2009,5,116,100
12,5,2009,4,17,100
2,5,2009,4,16,50
2,4,2009,6,64,100
1,5,2009,3,20,0
2,5,2009,2,85,100
0,3,2009,6,38,0
0,5,2009,1,33,0
0,5,2009,2,16,0
0,4,2009,5,27,0
2,5,2009,2,70,100
2,4,2009,2,97,50
1,5,2009,2,43,100
2,5,2009,4,78,50
5,5,2009,4,87,100
1,5,2009,3,47,100
1,5,2009,2,49,100
1,5,2009,5,28,100
2,5,2009,2,68,100
6,5,2009,4,54,100
1,5,2009,5,22,0
2,5,2009,1,21,50
1,5,2009,3,55,100
3,3,2009,5,36,33.3333333333
15,1,2009,2,114,20
21,5,2009,2,99,100
29,5,2009,5,131,100
0,5,2009,3,39,0
42,5,2009,5,116,100
0,5,2009,3,31,0
0,5,2009,2,24,0
73,5,2009,9,303,100
2,5,2009,5,44,100
0,5,2009,8,97,0
0,5,2009,1,13,0
0,5,2009,5,113,0
0,2,2009,6,118,0
1,5,2009,1,217,100
1,5,2009,1,17,100
2,5,2009,7,137,100
17,4,2009,7,78,94.1176470588
0,5,2009,2,40,0
12,2,2009,2,79,75
1,5,2009,2,123,100
0,4,2009,8,138,0
0,4,2009,4,68,0
0,5,2009,5,35,0
1,5,2009,2,21,100
10,5,2009,3,68,100
4,5,2009,2,20,75
0,5,2009,5,80,0
5,5,2009,12,117,100
1,4,2009,2,44,100
0,5,2009,3,46,0
1,4,2009,5,178,100
6,4,2009,5,76,100
7,3,2009,11,230,100
0,5,2009,3,58,0
0,5,2009,9,108,0
0,5,2009,1,24,0
3,5,2009,1,25,66.6666666667
1,4,2009,7,216,100
3,5,2009,5,130,100
2,4,2009,3,245,100
1,5,2009,7,20,100
0,5,2009,5,146,0
4,5,2009,1,34,75
13,1,2009,2,125,61.5384615385
7,2,2009,1,52,85.7142857143
2,5,2009,6,92,100
3,2,2009,2,31,33.3333333333
2,5,2009,9,179,100
1,5,2009,2,17,100
0,5,2009,13,16,0
4,1,2009,8,231,100
4,5,2009,5,68,50
4,5,2009,16,48,75
1,4,2009,5,36,0
3,5,2009,10,15,66.6666666667
1,4,2009,6,144,100
4,2,2009,4,98,75
4,5,2009,5,24,100
0,5,2009,2,29,0
10,4,2009,5,40,100
2,4,2009,14,70,50
2,2,2009,4,31,100
2,5,2009,6,129,100
2,4,2009,7,401,100
5,4,2009,7,73,80
2,5,2009,4,96,100
2,5,2009,5,43,100
8,2,2009,1,36,100
2,5,2009,3,24,100
19,5,2009,6,46,89.4736842105
2,3,2009,13,112,100
12,5,2009,7,54,100
3,5,2009,3,156,66.6666666667
4,5,2009,7,51,100
13,5,2009,5,78,92.3076923077
9,5,2009,2,16,100
0,5,2009,5,203,0
3,5,2009,8,136,100
11,5,2009,8,83,90.9090909091
8,2,2009,7,217,50
1,5,2009,6,104,100
1,5,2009,3,15,0
2,5,2009,2,65,50
3,5,2009,2,31,33.3333333333
1,5,2009,5,29,100
7,5,2009,2,53,100
0,4,2009,3,59,0
2,5,2009,4,29,50
7,5,2009,2,73,100
0,5,2009,8,55,0
1,1,2009,3,31,100
7,5,2009,4,53,100
5,1,2009,8,87,100
7,5,2009,2,75,100
4,3,2009,7,121,100
1,4,2009,4,114,100
1,1,2009,4,68,0
3,4,2009,1,189,100
1,5,2009,4,98,100
26,4,2009,3,345,100
9,1,2009,5,134,88.8888888889
1,3,2009,4,103,100
1,3,2009,5,144,100
8,5,2009,3,31,75
1,4,2009,3,137,100
0,5,2009,2,21,0
1,5,2009,8,81,100
3,5,2009,5,40,100
1,4,2009,6,69,100
17,5,2009,4,88,100
1,5,2009,3,104,100
0,4,2009,5,49,0
0,5,2009,2,39,0
1,1,2009,1,54,0
6,5,2009,3,160,100
0,5,2009,1,48,0
9,5,2009,2,51,100
0,3,2009,10,50,0
2,4,2009,9,125,100
2,1,2009,6,37,50
14,5,2009,2,137,92.8571428571
2,5,2009,4,214,100
6,2,2009,6,31,16.6666666667
0,5,2009,5,27,0
2,5,2009,5,59,50
2,5,2009,6,34,100
2,5,2009,6,87,100
2,1,2009,8,32,50
0,5,2009,4,73,0
7,4,2009,6,66,100
1,5,2009,3,118,100
11,5,2009,9,139,100
11,5,2009,2,58,100
7,5,2009,2,40,100
6,5,2009,2,75,100
0,4,2009,7,60,0
2,5,2009,4,260,100
1,5,2009,2,28,100
1,5,2009,3,83,100
1,5,2009,6,22,100
2,1,2009,4,20,100
1,5,2009,5,34,100
5,5,2009,2,39,80
1,5,2009,2,44,100
0,5,2009,4,50,0
0,5,2009,6,40,0
1,1,2009,12,19,0
1,5,2009,2,23,100
1,5,2009,1,45,100
1,5,2009,11,148,100
0,5,2009,2,138,0
0,5,2009,2,40,0
5,5,2009,2,20,80
1,5,2009,2,17,100
1,5,2009,2,23,100
3,5,2009,3,67,100
0,5,2009,3,18,0
3,1,2009,4,20,0
1,5,2009,3,42,100
1,5,2009,2,20,100
1,3,2009,3,76,100
3,4,2009,2,72,66.6666666667
3,5,2009,3,17,100
2,5,2009,2,24,100
2,4,2009,2,37,100
0,5,2009,2,40,0
0,4,2009,7,39,0
4,5,2009,2,51,100
6,4,2009,2,36,83.3333333333
0,5,2009,4,71,0
2,5,2009,5,50,50
8,4,2009,4,127,100
18,5,2009,4,146,94.4444444444
3,4,2009,2,16,66.6666666667
1,5,2009,4,31,0
2,5,2009,4,65,100
0,5,2009,6,41,0
0,5,2009,4,27,0
0,5,2009,1,23,0
1,5,2009,2,91,100
4,5,2009,6,209,100
6,5,2009,2,34,100
0,3,2009,4,36,0
1,4,2009,2,32,0
0,3,2009,5,40,0
0,5,2009,2,44,0
1,4,2009,4,32,100
3,4,2009,3,56,100
3,2,2009,4,21,0
0,5,2009,2,53,0
0,4,2009,2,60,0
2,5,2009,4,37,100
2,5,2009,1,216,50
5,5,2009,7,131,100
0,5,2009,8,36,0
6,5,2009,2,70,100
6,4,2009,2,16,83.3333333333
0,5,2009,5,77,0
0,4,2009,5,67,0
4,4,2009,2,95,100
4,5,2009,3,184,100
4,5,2009,4,150,75
2,5,2009,3,26,50
0,5,2009,1,69,0
0,5,2009,4,19,0
7,5,2009,17,478,100
5,5,2009,3,76,80
7,5,2009,4,106,85.7142857143
0,5,2009,3,46,0
0,5,2009,4,100,0
0,3,2009,8,91,0
2,5,2009,5,97,100
2,4,2009,3,21,100
9,5,2009,3,93,77.7777777778
6,5,2009,5,120,100
0,5,2009,3,35,0
0,5,2009,2,72,0
0,5,2009,3,43,0
0,5,2009,4,60,0
0,4,2009,5,100,0
0,5,2009,4,36,0
0,5,2009,1,97,0
0,2,2009,4,38,0
8,5,2009,2,27,75
0,5,2009,3,25,0
0,4,2009,8,70,0
0,5,2009,1,43,0
0,5,2009,1,15,0
0,4,2009,4,112,0
0,5,2009,2,32,0
2,1,2009,5,41,0
2,5,2009,5,224,100
0,5,2009,3,66,0
3,2,2009,15,36,0
4,2,2009,8,115,50
11,5,2009,9,315,90.9090909091
0,5,2009,5,21,0
0,5,2009,1,25,0
0,5,2009,3,20,0
0,5,2009,4,36,0
7,1,2009,3,156,14.2857142857
0,1,2009,5,129,0
0,5,2009,4,17,0
0,4,2009,5,81,0
0,4,2009,3,14,0
8,1,2009,3,47,37.5
2,5,2009,13,91,100
0,2,2009,8,30,0
1,5,2009,9,54,100
1,5,2009,5,26,100
1,5,2009,2,27,100
0,5,2009,2,24,0
1,5,2009,3,85,100
0,5,2009,2,17,0
8,5,2009,3,166,87.5
13,2,2009,2,70,92.3076923077
1,5,2009,4,130,100
1,2,2009,1,21,100
1,5,2009,4,44,100
0,5,2009,4,42,0
14,1,2009,3,68,64.2857142857
2,5,2009,4,38,100
0,5,2009,1,85,0
2,5,2009,1,19,50
8,4,2009,2,96,87.5
3,5,2009,1,19,66.6666666667
2,4,2009,3,31,50
0,5,2009,1,60,0
0,5,2009,3,35,0
1,5,2009,8,114,100
0,4,2009,6,208,0
0,4,2009,5,68,0
13,5,2009,8,128,100
18,2,2009,3,90,66.6666666667
1,3,2009,4,125,100
2,5,2009,2,59,50
5,4,2009,3,58,100
6,5,2009,4,26,100
0,3,2009,3,22,0
7,5,2009,5,51,100
2,5,2009,2,68,50
10,1,2009,9,166,70
7,5,2009,4,156,100
6,4,2009,2,51,100
3,5,2009,5,102,100
2,5,2009,2,35,100
16,4,2009,4,299,12.5
100,5,2009,1,22,94
2,5,2009,5,47,100
0,5,2009,3,26,0
8,1,2009,8,43,25
5,2,2009,10,230,100
5,5,2009,4,64,80
3,5,2009,10,298,33.3333333333
3,5,2009,9,283,33.3333333333
4,5,2009,1,74,100
0,5,2009,4,101,0
3,5,2009,3,93,100
0,5,2009,3,26,0
0,5,2009,6,26,0
0,5,2009,2,34,0
0,5,2009,3,25,0
1,5,2009,3,108,100
6,4,2009,4,107,83.3333333333
5,4,2009,3,239,100
0,5,2009,2,40,0
7,5,2009,2,59,42.8571428571
0,5,2009,3,22,0
4,4,2009,2,85,100
0,5,2009,5,47,0
0,5,2009,3,28,0
3,5,2009,3,109,100
1,5,2009,2,21,100
3,2,2009,3,90,33.3333333333
5,5,2009,3,81,80
4,4,2009,4,472,100
4,5,2009,2,414,75
4,5,2009,7,108,100
1,5,2009,5,79,100
6,4,2009,3,91,100
2,4,2009,8,246,100
30,3,2009,2,253,80
6,5,2009,8,113,100
11,5,2009,12,439,90.9090909091
3,5,2009,9,88,100
3,5,2009,3,64,66.6666666667
7,2,2009,5,104,100
10,1,2009,10,60,100
1,4,2009,2,56,100
2,5,2009,3,30,100
1,5,2009,4,21,100
4,5,2009,5,383,100
7,5,2009,4,124,85.7142857143
3,2,2009,3,18,33.3333333333
9,5,2009,3,128,88.8888888889
3,5,2009,2,126,100
1,5,2009,7,26,100
1,5,2009,2,35,100
2,5,2009,6,173,100
2,5,2009,2,68,100
2,5,2009,2,21,100
3,5,2009,6,68,100
1,5,2009,5,32,100
3,4,2009,3,81,66.6666666667
1,5,2009,1,33,100
1,5,2009,2,64,100
4,5,2009,6,113,100
3,1,2009,4,43,33.3333333333
1,5,2009,5,19,100
3,3,2009,3,190,100
1,5,2009,5,31,100
7,5,2009,4,24,100
0,5,2009,2,42,0
0,4,2009,1,53,0
5,1,2009,2,27,40
5,1,2009,4,27,40
4,5,2009,5,37,100
3,3,2009,2,38,33.3333333333
6,4,2009,2,24,50
5,5,2009,4,79,100
1,5,2009,2,14,0
4,3,2009,4,388,25
0,4,2009,5,96,0
0,3,2009,4,27,0
0,5,2009,5,23,0
0,5,2009,4,21,0
0,5,2009,6,87,0
1,5,2009,3,60,100
3,5,2009,6,47,100
0,5,2009,1,39,0
0,4,2009,4,35,0
14,3,2009,4,34,35.7142857143
0,5,2009,6,47,0
5,1,2009,1,104,40
8,5,2009,5,23,100
29,5,2009,9,110,82.7586206897
21,5,2009,7,100,85.7142857143
9,5,2009,5,141,100
20,5,2009,4,79,100
50,5,2009,2,77,98
64,5,2009,5,156,98.4375
4,5,2009,7,16,75
79,5,2009,1,118,98.7341772152
25,3,2009,5,93,20
1,5,2009,1,44,100
4,5,2009,3,62,0
1,5,2009,9,66,100
0,5,2009,4,24,0
4,3,2009,4,59,25
0,5,2009,6,120,0
34,1,2009,6,31,11.7647058824
0,5,2009,2,46,0
7,5,2009,4,79,85.7142857143
0,5,2009,1,32,0
9,5,2009,4,20,100
0,5,2009,2,40,0
0,4,2009,2,35,0
14,5,2009,5,247,100
4,5,2009,8,176,100
0,5,2009,2,55,0
2,5,2009,4,63,100
15,5,2009,4,291,100
63,1,2009,5,150,38.0952380952
1,5,2009,2,69,100
1,5,2009,6,43,100
270,5,2009,8,370,95.5555555556
0,5,2009,5,82,0
0,5,2009,6,45,0
85,5,2009,6,96,98.8235294118
2,5,2009,5,81,100
2,5,2009,8,41,100
4,5,2009,15,147,75
8,5,2009,3,81,100
2,5,2009,2,42,50
11,3,2009,7,177,27.2727272727
0,4,2009,2,167,0
0,5,2009,3,102,0
0,5,2009,2,24,0
1,4,2009,4,17,100
6,4,2009,9,108,100
29,5,2009,6,136,100
4,4,2009,6,47,100
6,5,2009,5,57,100
3,5,2009,3,18,66.6666666667
0,5,2009,4,14,0
0,5,2009,2,31,0
8,5,2009,8,82,100
1,5,2009,5,39,100
1,4,2009,2,80,100
6,5,2009,5,49,83.3333333333
0,5,2009,6,102,0
15,1,2009,1,107,46.6666666667
1,5,2009,4,36,100
9,1,2009,3,39,44.4444444444
2,4,2009,1,50,100
3,5,2009,2,33,100
0,5,2009,24,186,0
0,5,2009,1,18,0
4,5,2009,2,46,100
6,2,2009,3,15,66.6666666667
8,5,2009,3,30,100
3,4,2009,2,39,100
0,2,2009,3,72,0
1,5,2009,4,113,100
5,5,2009,4,40,100
3,5,2009,1,137,100
0,5,2009,4,205,0
2,4,2009,5,208,100
2,5,2009,2,40,100
1,2,2009,8,46,0
2,5,2009,3,30,100
2,5,2009,12,67,100
14,5,2009,3,66,100
12,5,2009,5,42,100
16,5,2009,13,143,87.5
15,1,2009,9,48,46.6666666667
13,5,2009,4,37,84.6153846154
0,4,2009,7,77,0
0,5,2009,3,92,0
18,5,2009,4,63,100
5,5,2009,5,173,100
7,5,2009,6,52,100
0,5,2009,3,22,0
0,5,2009,3,87,0
0,5,2009,3,20,0
0,5,2009,10,66,0
5,1,2009,3,25,20
1,5,2009,6,94,100
3,4,2009,6,125,100
0,5,2009,7,83,0
2,5,2009,5,31,100
3,5,2009,4,57,100
3,4,2009,2,138,100
2,5,2009,3,30,100
2,5,2009,1,39,100
4,5,2009,1,15,0
6,5,2009,9,116,50
3,4,2009,8,20,33.3333333333
2,5,2009,2,39,100
1,5,2009,2,22,100
2,5,2009,2,45,50
3,2,2009,9,96,100
1,5,2009,3,58,100
1,5,2009,2,28,100
1,5,2009,2,21,100
13,5,2009,4,87,100
3,5,2009,5,135,100
2,1,2009,7,56,100
2,5,2009,6,40,100
1,1,2009,4,66,100
5,5,2009,6,98,100
17,1,2009,1,56,5.88235294118
32,4,2009,7,40,9.375
1,4,2009,2,33,100
0,5,2009,5,54,0
0,5,2009,2,23,0
0,5,2009,7,36,0
0,4,2009,7,83,0
1,5,2009,3,15,100
0,5,2009,1,20,0
16,5,2009,1,207,62.5
1,5,2009,5,25,100
3,5,2009,4,251,100
3,5,2009,5,42,100
3,5,2009,4,49,100
3,4,2009,8,118,100
4,5,2009,8,16,50
0,5,2009,7,36,0
0,5,2009,3,117,0
1,3,2009,13,41,100
1,5,2009,2,67,100
0,5,2009,3,50,0
2,4,2009,5,176,100
4,5,2009,4,49,100
1,5,2009,3,20,100
3,5,2009,4,45,66.6666666667
10,5,2009,4,82,100
0,1,2009,4,25,0
0,4,2009,3,61,0
0,2,2009,5,68,0
37,5,2009,4,92,94.5945945946
0,4,2009,4,124,0
1,5,2009,10,69,100
3,5,2009,4,36,100
3,5,2009,6,115,100
0,5,2009,2,18,0
0,5,2009,1,30,0
0,5,2009,3,19,0
3,5,2009,8,34,66.6666666667
0,5,2009,5,108,0
7,5,2009,6,60,85.7142857143
7,4,2009,2,29,100
2,4,2009,1,57,50
2,2,2009,10,275,100
6,5,2009,7,62,100
11,5,2009,4,61,100
3,5,2009,6,143,100
5,5,2009,4,93,100
2,5,2009,1,32,100
3,4,2009,4,71,33.3333333333
3,5,2009,3,63,66.6666666667
1,5,2009,4,35,0
1,5,2009,8,405,100
5,5,2009,1,19,100
2,5,2009,4,100,100
0,5,2009,4,28,0
0,5,2009,2,14,0
2,2,2009,2,21,0
2,1,2009,3,31,0
1,1,2009,3,51,0
1,4,2009,7,35,100
0,4,2009,2,85,0
2,1,2009,1,100,50
0,5,2009,4,25,0
0,5,2009,4,56,0
0,5,2009,4,49,0
0,5,2009,2,40,0
5,5,2009,2,27,100
0,5,2009,3,18,0
0,5,2009,4,62,0
0,5,2009,2,64,0
0,5,2009,2,71,0
0,5,2009,5,91,0
0,5,2009,4,15,0
0,5,2009,1,70,0
0,5,2009,4,53,0
2,5,2009,1,40,100
4,4,2009,7,29,100
1,4,2009,4,38,100
6,5,2009,9,33,100
4,5,2009,6,91,100
4,5,2009,2,37,100
1,1,2009,2,22,0
4,5,2009,2,36,100
2,4,2009,2,30,100
4,5,2009,4,60,100
2,2,2009,3,59,50
0,1,2009,1,36,0
4,5,2009,2,16,100
1,5,2009,4,54,100
0,5,2009,3,58,0
0,5,2009,4,45,0
0,5,2009,3,34,0
3,5,2009,5,132,100
3,5,2009,6,379,100
2,5,2009,5,127,100
0,5,2009,6,28,0
0,3,2009,1,22,0
3,1,2009,4,37,0
2,3,2009,6,26,0
1,4,2009,6,40,0
0,5,2009,6,40,0
5,5,2009,4,66,80
0,5,2009,5,41,0
0,5,2009,3,42,0
0,5,2009,3,41,0
1,4,2009,1,50,100
2,5,2009,3,40,100
0,5,2009,3,36,0
1,5,2009,7,57,100
15,1,2009,7,60,6.66666666667
3,5,2009,6,39,100
1,5,2009,8,60,100
1,5,2009,2,71,100
4,3,2009,5,37,75
4,5,2009,4,38,75
2,5,2009,3,90,100
2,5,2009,1,52,100
8,3,2009,3,17,25
4,1,2009,9,136,100
26,5,2009,4,232,100
0,5,2009,3,28,0
1,5,2009,9,76,100
2,1,2009,7,59,50
1,5,2009,4,24,100
1,5,2009,4,125,100
3,1,2009,4,57,0
22,2,2009,2,173,27.2727272727
5,5,2009,8,95,100
2,5,2009,2,128,100
4,5,2009,3,25,75
5,5,2009,4,108,100
17,1,2009,7,35,0
3,5,2009,3,102,100
1,5,2009,4,47,100
3,1,2009,4,96,66.6666666667
3,1,2009,4,29,33.3333333333
2,4,2009,3,42,50
0,5,2009,5,95,0
3,5,2009,3,53,100
1,5,2009,4,81,100
10,5,2009,3,49,100
6,5,2009,3,45,83.3333333333
4,5,2009,4,50,100
3,3,2009,9,195,33.3333333333
4,5,2009,2,24,100
0,5,2009,2,18,0
9,5,2009,1,16,100
0,5,2009,2,20,0
0,5,2009,5,33,0
0,3,2009,3,28,0
0,5,2009,5,28,0
0,5,2009,1,32,0
0,5,2009,2,30,0
2,5,2009,4,30,50
2,4,2009,2,21,100
2,5,2009,2,82,100
2,5,2009,5,124,50
0,4,2009,2,34,0
2,5,2009,2,15,50
2,4,2009,4,37,50
11,5,2009,6,114,90.9090909091
0,5,2009,2,35,0
9,1,2009,3,139,33.3333333333
2,2,2009,5,115,50
0,5,2009,3,199,0
0,5,2009,4,27,0
0,5,2009,3,17,0
2,5,2009,4,26,50
2,4,2009,6,204,50
12,1,2009,8,194,83.3333333333
6,5,2009,2,54,83.3333333333
2,5,2009,4,369,100
2,4,2009,5,28,100
0,5,2009,2,34,0
9,1,2009,2,137,88.8888888889
1,5,2009,1,117,100
1,5,2009,7,20,0
8,5,2009,4,206,100
3,3,2009,5,228,66.6666666667
3,5,2009,6,20,66.6666666667
4,5,2009,4,37,100
18,5,2009,7,114,94.4444444444
5,5,2009,5,54,100
1,5,2009,6,37,100
4,4,2009,4,28,100
6,3,2009,6,86,50
5,5,2009,2,23,40
10,2,2009,6,299,80
3,5,2009,10,32,100
3,5,2009,5,77,0
11,1,2009,3,193,0
0,5,2009,6,41,0
4,5,2009,1,75,100
1,5,2009,6,49,100
4,3,2009,4,74,50
1,5,2009,3,32,100
3,5,2009,5,87,66.6666666667
1,5,2009,3,130,100
1,5,2009,2,167,0
1,5,2009,5,61,100
3,5,2009,2,17,33.3333333333
2,5,2009,3,73,0
28,1,2009,1,100,53.5714285714
12,2,2009,7,127,33.3333333333
3,5,2009,4,125,100
7,2,2009,6,25,28.5714285714
3,5,2009,2,65,100
3,5,2009,2,208,0
0,3,2009,2,71,0
1,4,2009,5,153,100
1,5,2009,4,23,100
7,5,2009,5,70,85.7142857143
3,5,2009,1,19,100
1,5,2009,7,84,100
74,1,2009,6,68,67.5675675676
0,5,2009,2,20,0
3,5,2009,2,59,100
8,5,2009,4,18,100
0,5,2009,7,117,0
14,5,2009,7,88,92.8571428571
2,5,2009,3,136,100
2,5,2009,4,41,100
15,5,2009,6,52,86.6666666667
0,4,2009,4,65,0
0,5,2009,5,59,0
0,5,2009,2,43,0
0,4,2009,7,116,0
5,2,2009,9,226,60
1,5,2009,5,81,100
1,5,2009,3,52,100
2,5,2009,2,18,50
2,1,2009,4,44,50
2,3,2009,4,91,50
2,1,2009,4,41,50
0,4,2009,4,63,0
0,5,2009,2,207,0
0,4,2009,7,117,0
0,5,2009,1,118,0
0,3,2009,4,18,0
0,4,2009,1,55,0
8,5,2009,3,46,100
1,5,2009,3,95,100
0,5,2009,3,37,0
6,5,2009,2,150,83.3333333333
0,1,2009,4,17,0
1,5,2009,5,123,100
1,2,2009,3,22,0
6,5,2009,8,313,100
0,5,2009,2,25,0
7,5,2009,4,25,100
4,5,2009,5,94,100
4,1,2009,1,188,100
4,5,2009,7,221,100
0,3,2009,5,22,0
4,5,2009,4,18,75
2,5,2009,10,69,100
1,5,2009,1,122,100
0,5,2009,3,121,0
0,3,2009,6,199,0
1,5,2009,2,40,100
0,4,2009,9,387,0
0,5,2009,7,147,0
0,3,2009,4,439,0
0,4,2009,4,106,0
1,5,2009,3,77,100
9,4,2009,3,35,77.7777777778
0,5,2009,7,79,0
0,5,2009,2,148,0
0,5,2009,4,68,0
4,5,2009,3,56,100
0,4,2009,6,260,0
0,5,2009,9,60,0
1,5,2009,7,111,100
0,4,2009,1,135,0
0,5,2009,7,97,0
9,5,2009,1,23,77.7777777778
0,5,2009,1,16,0
0,4,2009,2,82,0
0,5,2009,13,41,0
0,5,2009,4,121,0
0,5,2009,8,188,0
0,4,2009,11,133,0
4,4,2009,1,19,75
0,4,2009,5,203,0
0,4,2009,5,198,0
1,5,2009,4,102,100
1,5,2009,9,107,100
1,5,2009,1,51,100
0,3,2009,13,184,0
5,5,2009,5,33,80
2,5,2009,3,52,100
0,4,2009,2,50,0
6,1,2009,8,126,66.6666666667
4,1,2009,3,87,75
1,4,2009,8,89,0
4,5,2009,2,19,100
10,1,2009,10,85,60
3,5,2009,4,24,100
5,5,2009,5,324,100
2,5,2009,3,46,100
8,3,2009,2,25,50
2,5,2009,3,57,50
10,1,2009,5,77,100
2,5,2009,3,119,100
1,5,2009,4,52,100
2,5,2009,1,16,100
15,1,2009,2,125,80
1,1,2009,3,29,0
4,3,2009,5,271,100
7,4,2009,5,118,85.7142857143
6,5,2009,4,20,100
0,5,2009,2,30,0
0,5,2009,4,43,0
1,5,2009,6,54,100
4,5,2009,2,100,100
3,4,2009,24,227,100
10,2,2009,2,32,30
2,1,2009,1,20,50
2,4,2009,4,219,100
20,4,2009,1,82,100
40,5,2009,7,74,90
5,5,2009,10,50,80
8,3,2009,4,75,100
1,5,2009,8,59,100
2,5,2009,5,104,50
3,5,2009,2,28,100
1,5,2009,9,105,100
1,5,2009,6,53,100
1,4,2009,2,36,100
2,5,2009,2,33,100
0,5,2009,9,23,0
3,3,2009,2,51,100
6,5,2009,2,56,100
1,5,2009,8,59,100
12,5,2009,2,97,100
2,5,2009,5,47,100
3,1,2009,8,116,66.6666666667
5,2,2009,8,56,100
5,5,2009,14,97,100
5,4,2009,12,62,100
2,5,2009,3,24,100
6,5,2009,2,35,83.3333333333
1,5,2009,2,35,100
1,3,2009,2,63,100
0,5,2009,2,16,0
4,4,2009,11,122,100
0,5,2009,3,18,0
1,4,2009,4,39,100
0,5,2009,7,36,0
3,2,2009,8,74,100
5,5,2009,1,71,100
2,5,2009,3,46,100
0,4,2009,7,65,0
0,4,2009,4,42,0
1,5,2009,1,45,100
1,5,2009,3,53,100
1,5,2009,4,31,100
3,4,2009,8,92,100
2,5,2009,5,175,100
2,5,2009,4,32,100
2,5,2009,2,40,100
1,5,2009,5,91,100
0,5,2009,3,28,0
0,5,2009,4,33,0
0,5,2009,1,30,0
0,5,2009,2,26,0
0,5,2009,2,39,0
2,1,2009,5,16,0
0,5,2009,6,128,0
0,5,2009,3,124,0
0,5,2009,2,105,0
0,5,2009,1,44,0
0,3,2009,3,47,0
1,5,2009,6,82,100
2,5,2009,6,43,50
4,5,2009,3,92,100
4,4,2009,4,48,100
15,4,2009,4,144,100
3,4,2009,4,31,66.6666666667
1,5,2009,2,40,0
0,5,2009,2,56,0
10,4,2009,3,43,40
1,2,2009,5,52,100
42,3,2009,3,92,92.8571428571
83,5,2009,11,350,96.3855421687
0,5,2009,6,117,0
0,5,2009,3,19,0
0,5,2009,1,32,0
10,1,2009,1,66,10
2,5,2009,3,61,100
3,5,2009,8,78,100
0,5,2009,3,58,0
2,3,2009,3,33,50
1,5,2009,4,20,100
2,5,2009,4,64,100
0,5,2009,2,27,0
0,5,2009,1,30,0
0,5,2009,7,111,0
6,5,2009,6,58,100
3,5,2009,1,64,100
2,5,2009,2,35,100
1,5,2009,1,24,100
2,5,2009,1,33,100
7,4,2009,4,58,85.7142857143
1,5,2009,2,62,100
1,5,2009,1,45,100
1,5,2009,2,21,100
6,3,2009,2,27,66.6666666667
2,5,2009,3,63,100
3,5,2009,1,71,100
6,5,2009,2,60,100
4,5,2009,3,35,100
3,5,2009,4,138,100
6,1,2009,3,136,83.3333333333
2,5,2009,2,54,50
2,5,2009,7,44,50
1,1,2009,8,72,0
0,5,2009,6,44,0
1,5,2009,4,103,100
1,5,2009,5,45,100
2,5,2009,6,33,100
1,5,2009,2,16,100
0,5,2009,7,74,0
0,5,2009,4,17,0
0,5,2009,1,15,0
3,5,2009,3,104,100
4,5,2009,6,151,100
2,4,2009,1,58,50
3,5,2009,9,192,100
2,5,2009,2,33,50
5,4,2009,4,51,100
16,5,2009,2,39,56.25
8,5,2009,3,23,100
2,5,2009,3,96,100
0,5,2009,1,17,0
0,5,2009,11,81,0
5,5,2009,1,51,100
0,5,2009,3,42,0
1,3,2009,3,30,0
6,3,2009,14,376,100
0,5,2009,2,59,0
4,5,2009,5,88,100
2,5,2009,3,37,100
0,5,2009,1,21,0
0,4,2009,4,26,0
9,5,2009,7,120,88.8888888889
8,5,2009,4,123,100
13,5,2009,4,46,100
2,2,2009,5,56,100
3,5,2009,3,18,100
6,5,2009,3,116,83.3333333333
3,5,2009,7,61,100
0,4,2009,4,57,0
4,5,2009,1,24,100
1,4,2009,4,60,100
17,1,2009,6,140,82.3529411765
0,5,2009,7,15,0
1,4,2009,6,39,100
5,1,2009,2,63,60
0,5,2009,4,116,0
1,5,2009,4,56,100
0,5,2009,8,170,0
1,5,2009,6,121,100
0,2,2009,3,65,0
0,5,2009,3,46,0
0,4,2009,1,33,0
17,4,2009,6,101,100
0,5,2009,2,45,0
14,5,2009,7,129,100
0,4,2009,2,39,0
14,4,2009,2,62,100
4,3,2009,5,23,75
0,4,2009,2,51,0
3,3,2009,9,54,100
6,5,2009,5,26,83.3333333333
0,5,2009,1,26,0
0,5,2009,6,45,0
0,5,2009,2,29,0
0,5,2009,2,51,0
13,5,2009,4,110,100
2,5,2009,1,44,100
0,5,2009,3,113,0
0,5,2009,6,86,0
0,3,2009,2,17,0
0,3,2009,3,58,0
1,5,2009,5,46,100
3,3,2009,4,25,0
